age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17,Private,1035439,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,State-gov,258933,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,55,United-States,>50K
46,Private,424483,HS-grad,9,Never-married,Sales,Husband,White,Male,0,0,54,United-States,<=50K
18,Federal-gov,397457,Assoc-voc,11,Never-married,Handlers-cleaners,Unmarried,White,Male,99999,0,29,United-States,>50K
22,Private,206184,Some-college,10,Never-married,Craft-repair,Other-relative,Black,Female,7298,0,35,United-States,>50K
36,Self-emp-not-inc,1097070,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,99999,0,36,United-States,>50K
32,?,76243,HS-grad,9,Divorced,Tech-support,Husband,White,Female,0,0,43,United-States,<=50K
50,Local-gov,615782,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Male,0,1672,47,United-States,<=50K
38,Private,738452,Assoc-acdm,12,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,41,United-States,>50K
26,Private,871194,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,34,China,<=50K
51,Private,300708,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,57,United-States,>50K
48,Private,713979,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,0,0,36,United-States,<=50K
18,Self-emp-not-inc,1192781,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,7688,0,47,United-States,>50K
41,?,569588,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,United-States,<=50K
27,Private,1425700,Bachelors,13,Never-married,Handlers-cleaners,Husband,White,Male,0,0,39,United-States,<=50K
27,Private,652110,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,47,United-States,>50K
64,Private,1168189,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,0,0,55,United-States,<=50K
39,Private,182742,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States,<=50K
34,Private,1279322,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,0,0,35,?,<=50K
39,Private,726364,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,55,United-States,>50K
50,Self-emp-not-inc,1486308,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,0,0,45,United-States,<=50K
28,Private,1054816,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,42,United-States,>50K
30,Private,1114585,5th-6th,3,Never-married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
47,Private,233773,11th,7,Never-married,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
17,Local-gov,856610,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,65,United-States,>50K
51,Private,1110492,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,1217486,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,51,United-States,<=50K
34,Private,572624,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,44,United-States,<=50K
17,Private,851447,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,0,0,44,United-States,<=50K
23,Private,270827,Some-college,10,Never-married,?,Not-in-family,White,Male,0,2042,36,United-States,<=50K
56,Private,656149,Some-college,10,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,36,United-States,<=50K
52,Private,720672,Prof-school,15,Married-civ-spouse,Sales,Wife,Black,Male,0,0,45,United-States,>50K
54,State-gov,61334,HS-grad,9,Never-married,Prof-specialty,Wife,White,Male,0,0,31,United-States,<=50K
17,Private,1375991,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,34,United-States,<=50K
23,Private,969111,Some-college,10,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
42,Private,285137,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
48,?,1347609,HS-grad,9,Never-married,Handlers-cleaners,Husband,Black,Male,0,0,41,United-States,<=50K
26,?,1041139,Doctorate,16,Never-married,Handlers-cleaners,Unmarried,White,Male,0,2174,41,United-States,<=50K
29,Self-emp-not-inc,1043716,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,29,Mexico,<=50K
22,Private,1400279,Bachelors,13,Divorced,Transport-moving,Husband,White,Female,0,0,57,United-States,>50K
61,Private,613965,11th,7,Never-married,Other-service,Husband,White,Female,0,0,51,United-States,<=50K
31,Federal-gov,541091,Bachelors,13,Never-married,Adm-clerical,Husband,White,Female,0,0,52,United-States,<=50K
38,Self-emp-not-inc,930329,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,<=50K
39,Private,1334231,Masters,14,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,0,0,44,United-States,>50K
53,Private,1221865,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,31,United-States,<=50K
24,Private,1182748,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,48,United-States,<=50K
54,Federal-gov,1149425,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,43,United-States,<=50K
20,Private,65035,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
54,Private,743382,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1977,33,United-States,<=50K
17,Private,541926,HS-grad,9,Never-married,Protective-serv,Husband,White,Male,0,0,30,United-States,<=50K
36,Private,550813,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,2174,34,United-States,<=50K
60,Private,1285864,Assoc-acdm,12,Never-married,Prof-specialty,Husband,White,Male,0,0,43,United-States,>50K
47,Private,603136,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,38,United-States,<=50K
43,Self-emp-inc,1257336,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,43,United-States,<=50K
23,Private,1363060,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
27,Private,689782,9th,5,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,7688,0,40,United-States,>50K
56,Private,265572,Some-college,10,Married-civ-spouse,Other-service,Unmarried,Black,Female,0,0,54,United-States,<=50K
44,Private,1051562,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,43,United-States,>50K
50,Private,1296250,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,44,United-States,>50K
39,Private,616844,Some-college,10,Divorced,Exec-managerial,Husband,White,Female,0,0,44,Philippines,>50K
34,Private,303386,HS-grad,9,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
48,Self-emp-not-inc,787077,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,56,United-States,>50K
41,Private,1471583,Assoc-voc,11,Never-married,Handlers-cleaners,Husband,White,Male,0,0,44,United-States,>50K
35,Private,781886,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,2042,42,United-States,<=50K
18,Private,679685,Bachelors,13,Never-married,?,Not-in-family,White,Female,5060,0,47,United-States,>50K
51,Federal-gov,667218,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,49,United-States,<=50K
44,Private,1103611,Some-college,10,Never-married,Other-service,Husband,Black,Female,3325,0,28,United-States,>50K
29,Self-emp-not-inc,520023,HS-grad,9,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,41,United-States,<=50K
54,State-gov,1097579,Bachelors,13,Divorced,Handlers-cleaners,Husband,Black,Male,0,0,62,United-States,>50K
41,Private,1479975,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,57,United-States,<=50K
41,Private,1161753,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
50,Self-emp-not-inc,1393903,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,47,United-States,<=50K
47,Private,1186831,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,<=50K
42,Private,1267515,Some-college,10,Divorced,Prof-specialty,Husband,White,Female,2174,0,44,United-States,>50K
35,Private,71104,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,<=50K
65,Private,537869,11th,7,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
27,Private,419448,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
48,Private,1296586,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,57,Mexico,<=50K
36,Private,354578,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,35,United-States,>50K
44,Private,1452091,1st-4th,2,Never-married,Sales,Husband,White,Male,0,0,51,United-States,<=50K
55,Private,1051808,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,36,United-States,<=50K
33,State-gov,197316,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,35,United-States,<=50K
46,Private,1029093,Assoc-voc,11,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,44,United-States,<=50K
41,Private,522463,5th-6th,3,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,27,Mexico,>50K
29,Private,454688,7th-8th,4,Widowed,Craft-repair,Wife,White,Male,0,0,47,Mexico,>50K
55,Private,1491170,HS-grad,9,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,39,United-States,<=50K
47,Private,1192996,10th,6,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,34,United-States,<=50K
31,Private,1148120,Some-college,10,Divorced,Sales,Own-child,Black,Female,0,0,32,United-States,<=50K
53,Private,476379,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K
26,Private,998221,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,2042,40,United-States,<=50K
37,Private,522944,Bachelors,13,Married-civ-spouse,Other-service,Own-child,White,Female,5060,0,39,Canada,>50K
31,Private,909644,Prof-school,15,Never-married,Handlers-cleaners,Wife,Black,Male,0,0,49,United-States,>50K
48,Private,606091,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,32,United-States,<=50K
31,Private,919368,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,51,United-States,<=50K
48,Private,1120204,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Male,0,2042,40,United-States,<=50K
46,Private,481616,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States,<=50K
32,Private,30513,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
63,Private,156948,7th-8th,4,Never-married,Protective-serv,Own-child,White,Male,0,0,29,United-States,<=50K
27,Private,1360913,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,41,United-States,<=50K
18,Private,1439619,HS-grad,9,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,32,United-States,>50K
49,State-gov,1042085,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,31,United-States,<=50K
17,Private,172180,Assoc-voc,11,Divorced,Transport-moving,Own-child,White,Male,0,0,43,United-States,<=50K
58,Private,885271,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
39,Private,656055,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,52,United-States,<=50K
18,?,365912,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,52,United-States,>50K
24,Private,576985,10th,6,Never-married,Sales,Own-child,White,Male,0,0,41,?,<=50K
17,Private,1181058,12th,8,Divorced,Craft-repair,Husband,White,Male,2174,0,45,United-States,<=50K
43,?,1494598,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,26,United-States,<=50K
19,Private,1310835,Some-college,10,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,47,?,<=50K
45,?,316066,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,44,?,<=50K
33,Private,758799,9th,5,Never-married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,798421,Masters,14,Divorced,Adm-clerical,Husband,White,Female,0,0,37,United-States,>50K
45,Private,447889,HS-grad,9,Divorced,Sales,Wife,White,Male,5060,0,37,United-States,>50K
46,Private,659946,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,37,United-States,<=50K
54,State-gov,578882,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,54,United-States,<=50K
29,Private,116469,Masters,14,Separated,Adm-clerical,Own-child,White,Male,0,0,43,?,>50K
37,?,631965,Some-college,10,Never-married,?,Husband,White,Male,0,0,25,United-States,<=50K
29,Private,554504,Masters,14,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,46,United-States,<=50K
40,Private,467896,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,2042,35,United-States,<=50K
27,?,925674,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,0,51,United-States,<=50K
32,Private,1072024,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Female,0,1977,45,United-States,>50K
32,State-gov,82801,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,52,United-States,<=50K
42,Private,521813,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,1408,50,Canada,<=50K
38,Self-emp-not-inc,58896,Prof-school,15,Never-married,Prof-specialty,Husband,White,Male,0,0,49,United-States,>50K
45,Private,1234149,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,51,United-States,<=50K
36,Private,1391754,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
29,Private,702508,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,0,1887,33,?,<=50K
40,Private,1418235,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Female,0,0,29,United-States,>50K
25,Private,948263,Prof-school,15,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,32,United-States,>50K
45,Private,1305251,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,47,United-States,>50K
34,Local-gov,1422605,7th-8th,4,Never-married,Farming-fishing,Other-relative,Black,Female,0,0,18,United-States,<=50K
40,Private,885922,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,676281,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,37,United-States,<=50K
60,?,1116280,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,52,United-States,<=50K
43,Private,266304,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,39,Canada,<=50K
39,Private,454135,Bachelors,13,Divorced,Other-service,Own-child,White,Male,0,0,36,Canada,<=50K
28,Private,830734,Some-college,10,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,53,United-States,<=50K
49,Private,312398,Bachelors,13,Separated,?,Not-in-family,White,Male,0,0,39,?,>50K
34,Private,751556,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37,United-States,<=50K
17,Private,1285691,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,<=50K
35,Private,1176701,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,43,Philippines,>50K
40,Private,1338340,Preschool,1,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,37,United-States,<=50K
26,Self-emp-not-inc,1292116,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,7688,0,37,United-States,>50K
36,Private,507238,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
36,Private,1072665,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K
37,Private,566201,9th,5,Divorced,Exec-managerial,Own-child,White,Male,0,0,36,United-States,<=50K
55,Local-gov,1457553,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,30,?,<=50K
19,Private,275837,Some-college,10,Divorced,?,Husband,White,Female,0,0,42,United-States,>50K
66,Private,413292,HS-grad,9,Never-married,Sales,Husband,White,Female,0,0,34,United-States,<=50K
37,Private,1413134,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3325,2042,36,United-States,>50K
46,Private,368683,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,99999,0,31,United-States,>50K
39,Private,934102,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,2174,0,42,United-States,>50K
17,Private,446143,Some-college,10,Married-spouse-absent,Sales,Husband,White,Female,0,0,27,United-States,<=50K
23,?,436025,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,<=50K
30,Private,1010639,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,35,United-States,<=50K
51,Federal-gov,1194958,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,47,United-States,>50K
18,Private,358788,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,United-States,<=50K
26,Private,1474536,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,United-States,<=50K
40,Private,144476,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,5060,0,48,United-States,<=50K
44,Private,161784,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,56,United-States,<=50K
44,Self-emp-inc,1466872,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,0,0,53,United-States,<=50K
24,?,95416,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,27,United-States,<=50K
17,Local-gov,480826,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,1977,34,United-States,<=50K
45,Private,193153,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,?,<=50K
58,Self-emp-inc,343700,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,46,United-States,<=50K
33,Private,123039,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
21,State-gov,546459,7th-8th,4,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,34,United-States,<=50K
31,Private,452651,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,Black,Female,0,0,33,?,>50K
43,Private,248578,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,43,United-States,>50K
34,Private,1081675,HS-grad,9,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
57,Private,66186,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,28,El-Salvador,>50K
50,Private,718267,10th,6,Married-AF-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
40,State-gov,467105,Masters,14,Divorced,Farming-fishing,Other-relative,White,Male,0,2042,21,United-States,<=50K
17,Self-emp-inc,979936,11th,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,16,United-States,<=50K
28,?,515402,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,45,Canada,<=50K
30,Private,715873,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,>50K
27,Private,1218981,Assoc-voc,11,Divorced,Adm-clerical,Other-relative,White,Male,0,0,42,Mexico,<=50K
40,Private,227735,12th,8,Divorced,Exec-managerial,Husband,White,Male,0,0,56,United-States,<=50K
40,Private,660791,Bachelors,13,Never-married,Adm-clerical,Husband,Black,Female,0,0,23,United-States,<=50K
17,Private,848922,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Male,0,0,19,Philippines,<=50K
49,Private,1108550,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Female,0,0,29,United-States,>50K
38,Private,810890,10th,6,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,19,United-States,<=50K
43,Private,1107004,7th-8th,4,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,34,United-States,>50K
48,Private,1196455,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,46,United-States,<=50K
27,Private,1186231,12th,8,Never-married,Exec-managerial,Own-child,White,Male,0,0,43,United-States,<=50K
55,Private,928168,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,50,United-States,<=50K
36,State-gov,1378822,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Female,2174,0,44,United-States,<=50K
59,Private,46737,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,36,Philippines,<=50K
25,Federal-gov,754464,Bachelors,13,Divorced,Craft-repair,Husband,White,Female,0,0,35,United-States,<=50K
58,Private,1205650,Bachelors,13,Widowed,Machine-op-inspct,Own-child,White,Male,0,0,44,United-States,<=50K
25,Self-emp-not-inc,167578,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,25,?,<=50K
73,Self-emp-not-inc,1229658,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,8,United-States,<=50K
24,Local-gov,70491,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,>50K
52,Private,1182565,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,42,?,<=50K
32,Private,290934,Bachelors,13,Never-married,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
48,Private,1005604,Masters,14,Divorced,Adm-clerical,Own-child,White,Female,0,0,47,Philippines,<=50K
37,Private,1246037,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
22,Private,1223716,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,37,United-States,<=50K
17,Private,867057,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,<=50K
73,Private,1363809,Masters,14,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,37,United-States,<=50K
39,Private,221355,Masters,14,Never-married,Craft-repair,Husband,White,Female,0,0,50,United-States,<=50K
17,Private,364650,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,<=50K
42,Private,210230,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,49,United-States,>50K
47,Self-emp-inc,1082738,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5060,0,41,United-States,>50K
27,Federal-gov,1338664,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,31,United-States,>50K
28,Private,1396534,10th,6,Divorced,Exec-managerial,Own-child,White,Male,0,0,52,United-States,<=50K
37,Private,786285,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,51,United-States,>50K
54,Private,209352,7th-8th,4,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,42,United-States,>50K
39,Private,268611,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,46,United-States,<=50K
58,Private,944351,11th,7,Married-civ-spouse,Transport-moving,Unmarried,White,Male,5060,0,45,United-States,<=50K
53,Private,1346463,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,35,United-States,>50K
34,?,1482136,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Female,0,0,37,United-States,<=50K
17,Private,1084721,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,31,United-States,<=50K
34,Federal-gov,1322793,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,1977,37,United-States,<=50K
45,Private,723442,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,50,United-States,>50K
38,Private,304595,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,48,?,<=50K
46,Self-emp-not-inc,704552,5th-6th,3,Separated,Exec-managerial,Unmarried,White,Female,0,0,46,United-States,<=50K
50,Private,160840,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
45,Self-emp-inc,1013233,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,3325,0,36,United-States,>50K
34,Private,502907,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,28,Mexico,<=50K
45,Private,516065,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,0,0,38,United-States,<=50K
69,Private,17477,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0,0,39,United-States,<=50K
17,Self-emp-not-inc,1499866,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,47,United-States,<=50K
44,Private,648530,Masters,14,Never-married,Exec-managerial,Wife,White,Male,99999,0,45,United-States,>50K
63,Local-gov,1179632,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,<=50K
21,Self-emp-not-inc,785610,Some-college,10,Married-civ-spouse,?,Husband,White,Female,0,0,20,United-States,<=50K
52,Self-emp-not-inc,966107,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,32,United-States,>50K
53,Private,708802,Preschool,1,Divorced,Other-service,Not-in-family,White,Male,0,0,39,United-States,<=50K
17,Self-emp-not-inc,1035241,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
47,?,310139,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,61,Philippines,<=50K
34,Private,1494176,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
37,Private,649213,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,33,United-States,<=50K
33,Private,29032,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,36,United-States,<=50K
56,Private,1429386,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,33,United-States,<=50K
36,Self-emp-not-inc,46940,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,31,United-States,<=50K
31,Private,715309,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
31,Private,1180336,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,563882,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,41,United-States,>50K
22,Private,324365,Some-college,10,Married-spouse-absent,Craft-repair,Own-child,White,Female,0,0,31,Puerto-Rico,<=50K
31,Private,370631,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,38,United-States,<=50K
39,Local-gov,1031842,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
43,Private,866201,Masters,14,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,>50K
54,Private,761467,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K
41,Self-emp-inc,777705,Some-college,10,Separated,Tech-support,Husband,White,Male,0,0,24,United-States,<=50K
31,Private,486862,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,42,?,>50K
